"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1592039222",216,216,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039224",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039226",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039228",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039230",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039232",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039234",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039236",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039238",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,1,1,1,2,2,3,3,3,3,3
"None","Aggregated","1592039240",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039242",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039244",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039246",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039248",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039250",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039252",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039254",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039256",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039258",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039260",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039262",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039264",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039266",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039268",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039270",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592039272",256,256,0.00,0.00,0,1,0,10.92,0.00,0,0,0,0,0,0,0,0,0,0,0,0
